cl_d5_diagnose_begindatum|cl_d5_diagnose_einddatum|cl_d5_diagnose_code|cl_d5_diagnose_groep_code|cl_d5_diagnose_beschrijving|cl_d5_diagnose_hierarchieniveau|cl_d5_diagnose_selecteerbaar|cl_d5_diagnose_refcode_icd9cm|cl_d5_diagnose_mutatie
20170101|99991231|D5_2.01|D5_2|Schizotypische-(persoonlijkheids)stoornis|2|1|301.22|
20170101|99991231|D5_2.02|D5_2|Waanstoornis|2|2|297.1|
20170101|99991231|D5_2.02.01|D5_2.02|Waanstoornis: eromane type|3|1|297.1|
20170101|99991231|D5_2.02.02|D5_2.02|Waanstoornis: grootheidstype|3|1|297.1|
20170101|99991231|D5_2.02.03|D5_2.02|Waanstoornis: jaloerse type|3|1|297.1|
20170101|99991231|D5_2.02.04|D5_2.02|Waanstoornis: achtervolgingstype|3|1|297.1|
20170101|99991231|D5_2.02.05|D5_2.02|Waanstoornis: somatische type|3|1|297.1|
20170101|99991231|D5_2.02.06|D5_2.02|Waanstoornis: gemengde type|3|1|297.1|
20170101|99991231|D5_2.02.07|D5_2.02|Waanstoornis: ongespecificeerde type|3|1|297.1|
20170101|99991231|D5_2.03|D5_2|Kortdurende psychotische stoornis|2|2|298.8|
20170101|99991231|D5_2.03.01|D5_2.03 |Kortdurende psychotische stoornis: met duidelijke stressor(en)|3|1|298.8|
20170101|99991231|D5_2.03.02|D5_2.03 |Kortdurende psychotische stoornis: zonder duidelijke stressor(en)|3|1|298.8|
20170101|99991231|D5_2.03.03|D5_2.03 |Kortdurende psychotische stoornis: met begin peri partum|3|1|298.8|
20170101|99991231|D5_2.04|D5_2|Schizofreniforme stoornis|2|2|295.40|
20170101|99991231|D5_2.04.01|D5_2.04|Schizofreniforme stoornis: met goede prognostische kenmerken|3|1|295.40|
20170101|99991231|D5_2.04.02|D5_2.04|Schizofreniforme stoornis: zonder goede prognostische kenmerken|3|1|295.40|
20170101|99991231|D5_2.04.03|D5_2.04|Schizofrenie|3|1|295.90|
20170101|99991231|D5_2.05|D5_2|Schizoaffectieve stoornis|2|0||
20170101|99991231|D5_2.05.01|D5_2.05|Schizoaffectieve stoornis: bipolaire type|3|1|295.70|
20170101|99991231|D5_2.05.02|D5_2.05|Schizoaffectieve stoornis: depressieve type|3|1|295.70|
20170101|99991231|D5_2.06|D5_2|Psychotische stoornis door een middel|2|0||
20170101|99991231|D5_2.06.01|D5_2.06|Psychotische stoornis door alcohol|3|1|291.9|
20170101|99991231|D5_2.06.02|D5_2.06|Psychotische stoornis door cannabis|3|1|292.9|
20170101|99991231|D5_2.06.03|D5_2.06|Psychotische stoornis door fencyclidine|3|1|292.9|
20170101|99991231|D5_2.06.04|D5_2.06|Psychotische stoornis door andere hallucinogenen|3|1|292.9|
20170101|99991231|D5_2.06.05|D5_2.06|Psychotische stoornis door inhalantia|3|1|292.9|
20170101|99991231|D5_2.06.06|D5_2.06|Psychotische stoornis door hypnotica of anxiolytica|3|1|292.9|
20170101|99991231|D5_2.06.07|D5_2.06|Psychotische stoornis door amfetamine (of andere stimulantia)|3|1|292.9|
20170101|99991231|D5_2.06.08|D5_2.06|Psychotische stoornis door cocaïne|3|1|292.9|
20170101|99991231|D5_2.06.09|D5_2.06|Psychotische stoornis door een ander (of onbekend) middel|3|1|292.9|
20170101|99991231|D5_2.07|D5_2|Psychotische stoornis door een somatische aandoening|2|0||
20170101|99991231|D5_2.07.01|D5_2.07|Psychotische stoornis door een somatische aandoening: met wanen|3|1|293.81|
20170101|99991231|D5_2.07.02|D5_2.07|Psychotische stoornis door een somatische aandoening: met hallucinaties|3|1|293.82|
20170101|99991231|D5_2.08|D5_2|Katatonie|2|0||
20170101|99991231|D5_2.08.01|D5_2.08|Katatonie bij een andere psychische stoornis (katatonie als specificatie)|3|1|293.89|
20170101|99991231|D5_2.08.02|D5_2.08|Katatone stoornis door een somatische aandoening|3|1|293.89|
20170101|99991231|D5_2.08.03|D5_2.08|Ongespecificeerde katatonie|3|1|293.89|
20170101|99991231|D5_2.09|D5_2|Andere schizofreniespectrum- of andere psychotische stoornissen|2|0||
20170101|99991231|D5_2.09.01|D5_2.09|Andere gespecificeerde schizofreniespectrum- of andere psychotische stoornis|3|1|298.8|
20170101|20171231|D5_2.09.02|D5_2.09|Ongespecificeerde schizofreniespectrum- of andere psychotische stoornis|3|1|298.8|
20180101|99991231|D5_2.09.02|D5_2.09|Ongespecificeerde schizofreniespectrum- of andere psychotische stoornis|3|1|298.9|
20170101|99991231|D5_20||Overige psychische stoornissen|1|0||
20170101|99991231|D5_20.01|D5_20|Andere psychische stoornissen door een somatische aandoening|2|0||
20170101|99991231|D5_20.01.01|D5_20.01|Andere gespecificeerde psychische stoornis door een somatische aandoening|3|1|294.8|
20170101|99991231|D5_20.01.02|D5_20.01|Ongespecificeerde psychische stoornis door een somatische aandoening|3|1|294.9|
20170101|99991231|D5_20.02|D5_20|Andere psychische stoornissen|2|0||
20170101|99991231|D5_20.02.01|D5_20.02|Andere gespecificeerde psychische stoornis|3|1|300.9|
20170101|99991231|D5_20.02.02|D5_20.02|Ongespecificeerde psychische stoornis|3|1|300.9|
20170101|99991231|D5_21||Bewegingsstoornissen en andere bijwerkingen van medicatie|1|0||
20170101|99991231|D5_21.01|D5_21|Parkinsonisme door neuroleptica of andere medicatie|2|1|332.1|
20170101|99991231|D5_21.02|D5_21|Maligne neurolepticasyndroom|2|1|333.92|
20170101|99991231|D5_21.03|D5_21|Acute dystonie door medicatie|2|1|333.72|
20170101|99991231|D5_21.04|D5_21|Acute acathisie door medicatie|2|1|333.99|
20170101|99991231|D5_21.05|D5_21|Tardieve dyskinesie|2|1|333.85|
20170101|99991231|D5_21.06|D5_21|Tardieve dystonie|2|1|333.72|
20170101|99991231|D5_21.07|D5_21|Tardieve acathisie|2|1|333.99|
20170101|99991231|D5_21.08|D5_21|Houdingstremor door medicatie|2|1|333.1|
20170101|99991231|D5_21.09|D5_21|Andere bewegingsstoornis door medicatie|2|1|333.99|
20170101|99991231|D5_21.10|D5_21|Antidepressiva-discontinueringssyndroom|2|1|995.29|
20170101|99991231|D5_21.11|D5_21|Andere bijwerkingen van medicatie|2|1|995.20|
20170101|99991231|D5_22||Andere problemen die een reden van zorg kunnen zijn|1|0||
20170101|99991231|D5_22.01|D5_22|Relatieproblemen|2|0||
20170101|99991231|D5_22.01.01|D5_22.01|Opvoedingsproblemen|3|0||
20170101|99991231|D5_22.01.01.01|D5_22.01.01|Ouder-kindrelatieprobleem|4|1|V61.20|
20170101|99991231|D5_22.01.01.02|D5_22.01.01|Relatieproblemen tussen brussen (siblings)|4|1|V61.8|
20190101|99991231|D5_22.01.01.03|D5_22.01.01|Opvoedingsproblemen|4|0||
20190101|99991231|D5_22.01.01.03.01|D5_22.01.01.03|Opvoeding in afwezigheid van ouders|5|1|V61.8|
20190101|99991231|D5_22.01.01.03.02|D5_22.01.01.03|Negatieve invloed van ouderlijke relatieproblemen op een kind|5|1|V61.29|
20170101|99991231|D5_22.01.02|D5_22.01|Andere problemen verband houdend met de naaste kring van verwanten|3|0||
20170101|99991231|D5_22.01.02.01|D5_22.01.02|Partner-relatieprobleem|4|1|V61.10|
20170101|99991231|D5_22.01.02.02|D5_22.01.02|Uiteenvallen van gezin door scheiding of echtscheiding|4|1|V61.03|
20170101|99991231|D5_22.01.02.03|D5_22.01.02|Hoog niveau van gevoelsuitingen binnen een gezin|4|1|V61.8|
20170101|99991231|D5_22.01.02.04|D5_22.01.02|Ongecompliceerde rouw|4|1|V62.82|
20170101|99991231|D5_22.02|D5_22|Misbruik en verwaarlozing|2|0||
20170101|99991231|D5_22.02.01|D5_22.02|Problemen door mishandeling en verwaarlozing van een kind|3|0||
20170101|99991231|D5_22.02.01.01|D5_22.02.01|Lichamelijke mishandeling van een kind|4|1|995.54|
20170101|99991231|D5_22.02.01.02|D5_22.02.01|Consult voor slachtoffer van mishandeling, kind|4|1|V61.21|
20170101|99991231|D5_22.02.01.03|D5_22.02.01|Persoonlijke anamnese met lichamelijke mishandeling als kind ( in het verleden)|4|1|V15.41|
20170101|99991231|D5_22.02.01.04|D5_22.02.01|Consult voor pleger van mishandeling van eigen kind|4|1|V61.22|
20170101|99991231|D5_22.02.01.05|D5_22.02.01|Consult voor pleger van mishandeling van een kind waarvan de betrokkene niet de ouder is|4|1|V62.83|
20170101|99991231|D5_22.02.01.06|D5_22.02.01|Seksueel misbruik van een kind|4|1|995.53|
20170101|99991231|D5_22.02.01.07|D5_22.02.01|Consult voor slachtoffer van seksueel misbruik, kind|4|1|V61.21|
20170101|99991231|D5_22.02.01.08|D5_22.02.01|Persoonlijke anamnese met seksueel misbruik als kind ( in het verleden)|4|1|V15.41|
20170101|99991231|D5_22.02.01.09|D5_22.02.01|Consult voor pleger van seksueel misbruik van eigen kind|4|1|V61.22|
20170101|99991231|D5_22.02.01.10|D5_22.02.01|Consult voor pleger van seksueel misbruik van een kind waarvan de betrokkene niet de ouder is|4|1|V62.83|
20170101|99991231|D5_22.02.01.11|D5_22.02.01|Verwaarlozing van een kind|4|1|995.52|
20170101|99991231|D5_22.02.01.12|D5_22.02.01|Consult voor slachtoffer van verwaarlozing, kind|4|1|V61.21|
20170101|99991231|D5_22.02.01.13|D5_22.02.01|Persoonlijke anamnese met verwaarlozing als kind ( in het verleden)|4|1|V15.42|
20170101|99991231|D5_22.02.01.14|D5_22.02.01|Consult voor pleger van verwaarlozing van eigen kind|4|1|V61.22|
20170101|99991231|D5_22.02.01.15|D5_22.02.01|Consult voor pleger van verwaarlozing ven een kind waarvan de betrokkene niet de ouder is|4|1|V62.83|
20170101|99991231|D5_22.02.01.16|D5_22.02.01|Psychische mishandeling van een kind|4|1|995.51|
20170101|99991231|D5_22.02.01.17|D5_22.02.01|Consult voor slachtoffer van psychische mishandeling, kind|4|1|V61.21|
20170101|99991231|D5_22.02.01.18|D5_22.02.01|Persoonlijke anamnese met psychische mishandeling als kind (in het verleden)|4|1|V15.42|
20170101|99991231|D5_22.02.01.19|D5_22.02.01|Consult voor pleger van psychische mishandeling van eigen kind|4|1|V61.22|
20170101|99991231|D5_22.02.01.20|D5_22.02.01|Consult voor pleger van psychische mishandeling van een kind waarvan de betrokkene niet de ouder is.|4|1|V62.83|
20170101|99991231|D5_22.02.02|D5_22.02|Problemen door mishandeling en verwaarlozing van een volwassene|3|0||
20170101|99991231|D5_22.02.02.01|D5_22.02.02|Lichamelijk geweld door een levenspartner|4|1|995.81|
20170101|99991231|D5_22.02.02.02|D5_22.02.02|Consult voor slachtoffer van lichamelijk geweld door een levenspartner|4|1|V61.11|
20170101|99991231|D5_22.02.02.03|D5_22.02.02|Persoonlijke anamnese met lichamelijk geweld door een levenspartner (in het verleden)|4|1|V15.41|
20170101|99991231|D5_22.02.02.04|D5_22.02.02|Consult voor pleger van lichamelijk geweld door een levenspartner|4|1|V61.12|
20170101|99991231|D5_22.02.02.05|D5_22.02.02|Seksueel geweld door een levenspartner|4|1|995.83|
20170101|99991231|D5_22.02.02.06|D5_22.02.02|Consult voor slachtoffer van seksueel geweld door een levenspartner|4|1|V61.11|
20170101|99991231|D5_22.02.02.07|D5_22.02.02|Persoonlijke anamnese met seksueel geweld door een levenspartner (in het verleden)|4|1|V15.41|
20170101|99991231|D5_22.02.02.08|D5_22.02.02|Consult voor pleger van seksueel geweld door een levenspartner|4|1|V61.12|
20170101|20171231|D5_22.02.02.09|D5_22.02.02|Verwaarlozing door een levenspartner|4|1|V995.85|
20180101|99991231|D5_22.02.02.09|D5_22.02.02|Verwaarlozing door een levenspartner|4|1|995.85  |
20170101|99991231|D5_22.02.02.10|D5_22.02.02|Consult voor slachtoffer van verwaarlozing door een levenspartner|4|1|V61.11|
20170101|99991231|D5_22.02.02.11|D5_22.02.02|Persoonlijke anamnese met verwaarlozing door een levenspartner (in het verleden)|4|1|V15.42|
20170101|99991231|D5_22.02.02.12|D5_22.02.02|Consult voor pleger van verwaarlozing door een levenspartner|4|1|V61.12|
20170101|99991231|D5_22.02.02.13|D5_22.02.02|Psychische mishandeling door een levenspartner|4|1|995.82|
20170101|99991231|D5_22.02.02.14|D5_22.02.02|Consult voor slachtoffer van psychische mishandeling door een levenspartner|4|1|V61.11|
20170101|99991231|D5_22.02.02.15|D5_22.02.02|Persoonlijke anamnese met psychische mishandeling door een levenspartner (in het verleden)|4|1|V15.42|
20170101|99991231|D5_22.02.02.16|D5_22.02.02|Consult voor pleger van psychische mishandeling door een levenspartner|4|1|V61.12|
20170101|99991231|D5_22.02.02.17|D5_22.02.02|Lichamelijke mishandeling van een volwassene door iemand die niet de levenspartner is|4|1|995.81|
20170101|99991231|D5_22.02.02.18|D5_22.02.02|Seksueel misbruik van een volwassene door iemand die niet de levenspartner is|4|1|995.83|
20170101|99991231|D5_22.02.02.19|D5_22.02.02|Psychische mishandeling van een volwassene door iemand die niet de levenspartner is|4|1|995.82|
20170101|99991231|D5_22.02.02.20|D5_22.02.02|Consult voor slachtoffer van mishandeling van een volwassene door iemand die niet de levenspartner is|4|1|V65.49|
20170101|99991231|D5_22.02.02.21|D5_22.02.02|Consult voor pleger van mishandeling van een volwassene door iemand die niet de levenspartner is|4|1|V62.83|
20170101|99991231|D5_22.03|D5_22 |Problemen met onderwijs en arbeid|2|0||
20170101|99991231|D5_22.03.01|D5_22.03|Problemen met onderwijs|3|0||
20170101|99991231|D5_22.03.01.01|D5_22.03.01|Leer- of onderwijsprobleem|4|1|V62.3|
20170101|99991231|D5_22.03.01.02|D5_22.03.01|Leer- of onderwijsprobleem (psychosociale en omgevingsproblemen)|4|1|V62.3|
20170101|99991231|D5_22.03.02|D5_22.03|Problemen met arbeid|3|0||
20170101|99991231|D5_22.03.02.01|D5_22.03.02|Probleem verband houdend met actuele militaire uitzending|4|1|V62.21|
20170101|99991231|D5_22.03.02.02|D5_22.03.02|Probleem verband houdend met actuele militaire uitzending (psychosociale en omgevingsproblemen)|4|1|V62.21|
20170101|99991231|D5_22.03.02.03|D5_22.03.02|Ander probleem verband houdend met werk of werkeloosheid|4|1|V62.29|
20170101|99991231|D5_22.03.02.04|D5_22.03.02|Ander probleem verband houdend met werk of werkeloosheid (psychosociale en omgevingsproblemen)|4|1|V62.29|
20170101|99991231|D5_22.04|D5_22 |Huisvestings- en economische problemen|2|0||
20170101|99991231|D5_22.04.01|D5_22.04 |Huisvestingsproblemen|3|0||
20170101|99991231|D5_22.04.01.01|D5_22.04.01|Dakloosheid|4|1|V60.0|
20170101|99991231|D5_22.04.01.02|D5_22.04.01|Inadequate behuizing|4|1|V60.1|
20170101|99991231|D5_22.04.01.03|D5_22.04.01|Onenigheid met buur, huurder of verhuurder|4|1|V60.89|
20170101|99991231|D5_22.04.01.04|D5_22.04.01|Problemen verband houdend met wonen in een instelling|4|1|V60.6|
20170101|99991231|D5_22.04.02|D5_22.04 |Economische problemen|3|0||
20170101|99991231|D5_22.04.02.01|D5_22.04.02|Ontbreken van adequaat voedsel of veilig drinkwater|4|1|V60.2|
20170101|99991231|D5_22.04.02.02|D5_22.04.02|Extreme armoede|4|1|V60.2|
20170101|99991231|D5_22.04.02.03|D5_22.04.02|Laag inkomen|4|1|V60.2|
20170101|99991231|D5_22.04.02.04|D5_22.04.02|Ontoereikende sociale verzekering of welzijnsvoorzieningen|4|1|V60.2|
20170101|99991231|D5_22.04.02.05|D5_22.04.02|Ongespecificeerde huisvestings- of economisch probleem|4|1|V60.9|
20170101|99991231|D5_22.05|D5_22 |Andere problemen verband houdend met de sociale omgeving|2|0||
20170101|99991231|D5_22.05.01|D5_22.05|Levensfaseprobleem|3|1|V62.89|
20170101|99991231|D5_22.05.02|D5_22.05|Probleem verband houdend met alleen wonen|3|1|V60.3|
20170101|99991231|D5_22.05.03|D5_22.05|Acculturatieprobleem|3|1|V62.4|
20170101|99991231|D5_22.05.04|D5_22.05|Sociale uitsluiting of uitstoting|3|1|V62.4|
20170101|99991231|D5_22.05.05|D5_22.05|Doelwit van (vermeende) discriminatie of vervolging|3|1|V62.4|
20170101|99991231|D5_22.05.06|D5_22.05|Ongespecificeerd probleemverband houdend met de sociale omgeving|3|1|V62.9|
20170101|99991231|D5_22.06|D5_22 |Andere problemen die verband houden met misdaad of aanraking met justitie|2|0||
20170101|99991231|D5_22.06.01|D5_22.06|Slachtoffer van misdaad|3|1|V62.89|
20170101|99991231|D5_22.06.02|D5_22.06|Problemen verband houdend met justitiële maatregelen|3|1|V62.5|
20170101|99991231|D5_22.07|D5_22|Ander consult voor voorlichting en medisch advies|2|0||
20170101|99991231|D5_22.07.01|D5_22.07|Seksuele voorlichting en advies|3|1|V65.49|
20170101|99991231|D5_22.07.02|D5_22.07|Andere voorlichting of advies|3|1|V65.40|
20170101|99991231|D5_22.08|D5_22|Problemen die verband houden met andere psychosociale, persoonlijke en omgevingsomstandigheden|2|0||
20170101|99991231|D5_22.08.01|D5_22.08|Religieus of spiritueel probleem|3|1|V62.89|
20170101|99991231|D5_22.08.02|D5_22.08|Problemen verband houdend met ongewenste zwangerschap|3|1|V61.7|
20170101|99991231|D5_22.08.03|D5_22.08|Problemen verband houdend met multipariteit|3|1|V61.5|
20170101|99991231|D5_22.08.04|D5_22.08|Onenigheid met medewerker van sociale voorziening of reclassering, casemanager of maatschappelijk werkende|3|1|V62.89|
20170101|99991231|D5_22.08.05|D5_22.08|Slachtoffer van terrorisme of marteling|3|1|V62.89|
20170101|99991231|D5_22.08.06|D5_22.08|Blootstelling aan ramp, oorlog of andere vijandigheden|3|1|V62.22|
20170101|99991231|D5_22.08.07|D5_22.08|Andere problemen verband houdend met psychosociale omstandigheden|3|1|V62.89|
20170101|99991231|D5_22.08.08|D5_22.08|Ongespecificeerd probleem verband houdend met niet gespecificeerde psychosociale omstandigheden|3|1|V62.9|
20170101|99991231|D5_22.09|D5_22|Andere omstandigheden in de persoonlijke voorgeschiedenis|2|0||
20170101|99991231|D5_22.09.01|D5_22.09|Andere voorgeschiedenis van psychotrauma|3|1|V15.49|
20170101|99991231|D5_22.09.02|D5_22.09|Voorgeschiedenis van zelfbeschadiging|3|1|V15.59|
20170101|99991231|D5_22.09.03|D5_22.09|Voorgeschiedenis van militaire uitzending|3|1|V62.22|
20170101|99991231|D5_22.09.04|D5_22.09|Andere persoonlijke risicofactoren|3|1|V15.89|
20170101|99991231|D5_22.09.05|D5_22.09|Probleem verband houdend met levensstijl|3|1|V69.9|
20170101|99991231|D5_22.09.06|D5_22.09|Antisociaal gedrag van volwassene|3|1|V71.01|
20170101|99991231|D5_22.09.07|D5_22.09|Antisociaal gedrag van kind of adolescent|3|1|V71.02|
20170101|99991231|D5_22.10|D5_22|Problemen verband houdend met de toegankelijkheid van medische en andere vormen van zorg|2|0||
20170101|99991231|D5_22.10.01|D5_22.10|Gezondheidsvoorzieningen niet beschikbaar of niet toegankelijk|3|1|V63.9|
20170101|99991231|D5_22.10.02|D5_22.10|Andere hulpverlenende instanties niet beschikbaar of niet toegankelijk|3|1|V63.8|
20170101|99991231|D5_22.11|D5_22|Niet opvolgen van medische behandeling|2|0||
20170101|99991231|D5_22.11.01|D5_22.11|Niet opvolgen van medische behandeling|3|1|V15.81|
20170101|99991231|D5_22.11.02|D5_22.11|Overgewicht of obesitas|3|1|278.00|
20170101|99991231|D5_22.11.03|D5_22.11|Simuleren|3|1|V65.2|
20170101|99991231|D5_22.11.04|D5_22.11|Rondzwerven samenhangend met een psychische stoornis|3|1|V40.31|
20170101|99991231|D5_22.11.05|D5_22.11|Zwakbegaafdheid|3|1|V62.89|
20170101|99991231|D5_3||Bipolaire-stemmingsstoornissen|1|0||
20170101|99991231|D5_3.01|D5_3|Bipolaire-I-stoornis|2|0||
20170101|99991231|D5_3.01.01|D5_3.01|Bipolaire-I-stoornis: actuele of meest recente episode manisch|3|0||
20170101|99991231|D5_3.01.01.01|D5_3.01.01|Bipolaire-I-stoornis: actuele of meest recente episode manisch - licht|4|1|296.41|
20170101|99991231|D5_3.01.01.02|D5_3.01.01|Bipolaire-I-stoornis: actuele of meest recente episode manisch - matig|4|1|296.42|
20170101|99991231|D5_3.01.01.03|D5_3.01.01|Bipolaire-I-stoornis: actuele of meest recente episode manisch - ernstig|4|1|296.43|
20170101|99991231|D5_3.01.01.04|D5_3.01.01|Bipolaire-I-stoornis: actuele of meest recente episode manisch - met psychotische kenmerken|4|1|296.44|
20170101|99991231|D5_3.01.01.05|D5_3.01.01|Bipolaire-I-stoornis: actuele of meest recente episode manisch - Gedeeltelijk in remissie|4|1|296.45|
20170101|99991231|D5_3.01.01.06|D5_3.01.01|Bipolaire-I-stoornis: actuele of meest recente episode manisch - Volledig in remissie|4|1|296.46|
20170101|99991231|D5_3.01.01.07|D5_3.01.01|Bipolaire-I-stoornis: actuele of meest recente episode manisch - Ongespecificeerd|4|1|296.40|
20170101|99991231|D5_3.01.02|D5_3.01|Bipolaire-I-stoornis: actuele of meest recente episode hypomanisch|3|2|296.40|
20170101|20171231|D5_3.01.02.01|D5_3.01.02|Bipolaire-I-stoornis: actuele of meest recente episode hypomanisch - Gedeeltelijk in remissie|4|1|296.55|
20180101|99991231|D5_3.01.02.01|D5_3.01.02|Bipolaire-I-stoornis: actuele of meest recente episode hypomanisch - Gedeeltelijk in remissie|4|1|296.45|
20170101|20171231|D5_3.01.02.02|D5_3.01.02|Bipolaire-I-stoornis: actuele of meest recente episode hypomanisch - Volledig in remissie|4|1|296.56|
20180101|99991231|D5_3.01.02.02|D5_3.01.02|Bipolaire-I-stoornis: actuele of meest recente episode hypomanisch - Volledig in remissie|4|1|296.46|
20170101|20171231|D5_3.01.02.03|D5_3.01.02|Bipolaire-I-stoornis: actuele of meest recente episode hypomanisch - Ongespecificeerd|4|1|296.50|
20180101|99991231|D5_3.01.02.03|D5_3.01.02|Bipolaire-I-stoornis: actuele of meest recente episode hypomanisch - Ongespecificeerd|4|1|296.40|
20170101|99991231|D5_3.01.03|D5_3.01|Bipolaire-I-stoornis: actuele of meest recente episode depressief|3|0||
20170101|99991231|D5_3.01.03.01|D5_3.01.03|Bipolaire-I-stoornis: actuele of meest recente episode depressief - licht|4|1|296.51|
20170101|99991231|D5_3.01.03.02|D5_3.01.03|Bipolaire-I-stoornis: actuele of meest recente episode depressief - matig|4|1|296.52|
20170101|99991231|D5_3.01.03.03|D5_3.01.03|Bipolaire-I-stoornis: actuele of meest recente episode depressief - ernstig|4|1|296.53|
20170101|99991231|D5_3.01.03.04|D5_3.01.03|Bipolaire-I-stoornis: actuele of meest recente episode depressief - Met psychotische kenmerken|4|1|296.54|
20170101|99991231|D5_3.01.03.05|D5_3.01.03|Bipolaire-I-stoornis: actuele of meest recente episode depressief - Gedeeltelijk in remissie|4|1|296.55|
20170101|99991231|D5_3.01.03.06|D5_3.01.03|Bipolaire-I-stoornis: actuele of meest recente episode depressief - Volledig in remissie|4|1|296.56|
20170101|99991231|D5_3.01.03.07|D5_3.01.03|Bipolaire-I-stoornis: actuele of meest recente episode depressief - Ongespecificeerd|4|1|296.50|
20170101|99991231|D5_3.01.03.08|D5_3.01.03|Bipolaire-I-stoornis: actuele of meest recente episode Ongespecificeerd|4|1|296.7|
20170101|99991231|D5_3.02|D5_3|Bipolaire II stoornis|2|2|296.89|
20170101|99991231|D5_3.02.01|D5_3.02 |Bipolaire II stoornis: hypomanisch|3|1|296.89|
20170101|99991231|D5_3.02.02|D5_3.02 |Bipolaire II stoornis: depressief|3|1|296.89|
20170101|99991231|D5_3.03|D5_3 |Cyclothyme stoornis|2|1|301.13|
20170101|99991231|D5_3.04|D5_3|Bipolaire-stemmingsstoornis door een middel|2|0||
20170101|99991231|D5_3.04.01|D5_3.04|Bipolaire-stemmingsstoornis door alcohol|3|2|291.89|
20170101|99991231|D5_3.04.01.01|D5_3.04.01|Bipolaire-stemmingsstoornis door alcohol: met begin tijdens intoxicatie|4|1|291.89|
20170101|99991231|D5_3.04.01.02|D5_3.04.01|Bipolaire-stemmingsstoornis door alcohol: met begin tijdens onttrekking|4|1|291.89|
20170101|99991231|D5_3.04.02|D5_3.04|Bipolaire-stemmingsstoornis door fencyclidine|3|2|292.84|
20170101|99991231|D5_3.04.02.01|D5_3.04.02|Bipolaire-stemmingsstoornis door fencyclidine: met begin tijdens intoxicatie|4|1|292.84|
20170101|99991231|D5_3.04.03|D5_3.04|Bipolaire-stemmingsstoornis door andere hallucinogenen|3|2|292.84|
20170101|99991231|D5_3.04.03.01|D5_3.04.03 |Bipolaire-stemmingsstoornis door andere hallucinogenen: met begin tijdens intoxicatie|4|1|292.84|
20170101|99991231|D5_3.04.04|D5_3.04|Bipolaire-stemmingsstoornis door hypnotica of anxiolytica|3|2|292.84|
20170101|99991231|D5_3.04.04.01|D5_3.04.04 |Bipolaire-stemmingsstoornis door hypnotica of anxiolytica: met begin tijdens intoxicatie|4|1|292.84|
20170101|99991231|D5_3.04.04.02|D5_3.04.04 |Bipolaire-stemmingsstoornis door hypnotica of anxiolytica: met begin tijdens onttrekking|4|1|292.84|
20170101|99991231|D5_3.04.05|D5_3.04|Bipolaire-stemmingsstoornis door amfetamine (of andere stimulantia)|3|2|292.84|
20170101|99991231|D5_3.04.05.01|D5_3.04.05 |Bipolaire-stemmingsstoornis door amfetamine (of andere stimulantia): met begin tijdens intoxicatie|4|1|292.84|
20170101|99991231|D5_3.04.05.02|D5_3.04.05 |Bipolaire-stemmingsstoornis door amfetamine (of andere stimulantia): met begin tijdens onttrekking|4|1|292.84|
20170101|99991231|D5_3.04.06|D5_3.04|Bipolaire-stemmingsstoornis door cocaïne|3|2|292.84|
20170101|99991231|D5_3.04.06.01|D5_3.04.06 |Bipolaire-stemmingsstoornis door cocaïne: met begin tijdens intoxicatie|4|1|292.84|
20170101|99991231|D5_3.04.06.02|D5_3.04.06 |Bipolaire-stemmingsstoornis door cocaïne: met begin tijdens onttrekking|4|1|292.84|
20170101|99991231|D5_3.04.07|D5_3.04|Bipolaire-stemmingsstoornis door een ander (of onbekend middel)|3|2|292.84|
20170101|99991231|D5_3.04.07.01|D5_3.04.07 |Bipolaire-stemmingsstoornis door een ander (of onbekend middel): met begin tijdens intoxicatie|4|1|292.84|
20170101|99991231|D5_3.04.07.02|D5_3.04.07 |Bipolaire-stemmingsstoornis door een ander (of onbekend middel): met begin tijdens onttrekking|4|1|292.84|
20170101|99991231|D5_3.05|D5_3|Bipolaire-stemminsstoornis door een somatische aandoening|2|2|293.83|
20170101|99991231|D5_3.05.01|D5_3.05 |Bipolaire-stemminsstoornis door een somatische aandoening: met manische kenmerken|3|1|293.83|
20170101|99991231|D5_3.05.02|D5_3.05 |Bipolaire-stemminsstoornis door een somatische aandoening: met maniforme of hypomaniforme episode|3|1|293.83|
20170101|99991231|D5_3.05.03|D5_3.05 |Bipolaire-stemminsstoornis door een somatische aandoening: met gemengde kenmerken|3|1|293.83|
20170101|99991231|D5_3.06|D5_3|Andere bipolaire stemmingsstoornissen|2|0||
20170101|99991231|D5_3.06.01|D5_3.06 |Andere gespecificeerde bipolaire-stemmingsstoornis|3|1|296.89|
20170101|99991231|D5_3.06.02|D5_3.06 |Ongespecificeerde bipolaire-stemmingsstoornis|3|1|296.80|
20170101|99991231|D5_4||Depressieve-stemmingsstoornissen|1|0||
20170101|99991231|D5_4.01|D5_4|Disruptieve stemmingsdisregulatiestoornis|2|1|296.99|
20170101|99991231|D5_4.02|D5_4|Depressieve stoornis|2|0||
20170101|99991231|D5_4.02.01|D5_4.02|Depressieve stoornis: eenmalige episode|3|0||
20170101|99991231|D5_4.02.01.01|D5_4.02.01|Depressieve stoornis: eenmalige episode - licht|4|1|296.21|
20170101|99991231|D5_4.02.01.02|D5_4.02.01|Depressieve stoornis: eenmalige episode - matig|4|1|296.22|
