cl_activiteit_begindatum|cl_activiteit_einddatum|cl_activiteit_code|cl_activiteit_groepcode|cl_activiteit_element|cl_activiteit_beschrijving|cl_activiteit_aanspraak_type|cl_activiteit_hierarchieniveau|cl_activiteit_selecteerbaar|cl_activiteit_sorteervolgorde|cl_activiteit_soort|cl_activiteit_mag_direct|cl_activiteit_mag_indirect|cl_activiteit_mag_reistijd|cl_activiteit_mag_groep|cl_activiteit_mutatie|cl_activiteit_branche_indicatie
20170101|99991231|act_3.4.4.7|act_3.4.4|Systeem (gezin/paar/ouders) met patiënt in groep|Beeldende therapie: Systeem (gezin/paar/ouders) met patiënt in groep||4|1|967|Tijdschrijven|J|J|J|J||0
20170101|99991231|act_3.4.5|act_3.4|Danstherapie|Danstherapie||3|0|971|Tijdschrijven|N|N|N|N||0
20170101|99991231|act_3.4.5.1|act_3.4.5|Patiënt individueel|Danstherapie: Patiënt individueel||4|1|972|Tijdschrijven|J|J|J|N||0
20170101|99991231|act_3.4.5.2|act_3.4.5|Patiënt in groep|Danstherapie: Patiënt in groep||4|1|973|Tijdschrijven|J|J|J|J||0
20170101|99991231|act_3.4.5.4|act_3.4.5|Systeem (gezin/paar/ouders) zonder patiënt individueel|Danstherapie: Systeem (gezin/paar/ouders) zonder patiënt individueel||4|1|974|Tijdschrijven|J|J|J|N||0
20170101|99991231|act_3.4.5.5|act_3.4.5|Systeem (gezin/paar/ouders) zonder patiënt in groep|Danstherapie: Systeem (gezin/paar/ouders) zonder patiënt in groep||4|1|975|Tijdschrijven|J|J|J|J||0
20170101|99991231|act_3.4.5.6|act_3.4.5|Systeem (gezin/paar/ouders) met patiënt individueel|Danstherapie: Systeem (gezin/paar/ouders) met patiënt individueel||4|1|976|Tijdschrijven|J|J|J|N||0
20170101|99991231|act_3.4.5.7|act_3.4.5|Systeem (gezin/paar/ouders) met patiënt in groep|Danstherapie: Systeem (gezin/paar/ouders) met patiënt in groep||4|1|977|Tijdschrijven|J|J|J|J||0
20170101|99991231|act_3.4.6|act_3.4|Dramatherapie|Dramatherapie||3|0|981|Tijdschrijven|N|N|N|N||0
20170101|99991231|act_3.4.6.1|act_3.4.6|Patiënt individueel|Dramatherapie: Patiënt individueel||4|1|982|Tijdschrijven|J|J|J|N||0
20170101|99991231|act_3.4.6.2|act_3.4.6|Patiënt in groep|Dramatherapie: Patiënt in groep||4|1|983|Tijdschrijven|J|J|J|J||0
20170101|99991231|act_3.4.6.4|act_3.4.6|Systeem (gezin/paar/ouders) zonder patiënt individueel|Dramatherapie: Systeem (gezin/paar/ouders) zonder patiënt individueel||4|1|984|Tijdschrijven|J|J|J|N||0
20170101|99991231|act_3.4.6.5|act_3.4.6|Systeem (gezin/paar/ouders) zonder patiënt in groep|Dramatherapie: Systeem (gezin/paar/ouders) zonder patiënt in groep||4|1|985|Tijdschrijven|J|J|J|J||0
20170101|99991231|act_3.4.6.6|act_3.4.6|Systeem (gezin/paar/ouders) met patiënt individueel|Dramatherapie: Systeem (gezin/paar/ouders) met patiënt individueel||4|1|986|Tijdschrijven|J|J|J|N||0
20170101|99991231|act_3.4.6.7|act_3.4.6|Systeem (gezin/paar/ouders) met patiënt in groep|Dramatherapie: Systeem (gezin/paar/ouders) met patiënt in groep||4|1|987|Tijdschrijven|J|J|J|J||0
20170101|99991231|act_3.4.7|act_3.4|Muziektherapie|Muziektherapie||3|0|1081|Tijdschrijven|N|N|N|N||0
20170101|99991231|act_3.4.7.1|act_3.4.7|Patiënt individueel|Muziektherapie: Patiënt individueel||4|1|1082|Tijdschrijven|J|J|J|N||0
20170101|99991231|act_3.4.7.2|act_3.4.7|Patiënt in groep|Muziektherapie: Patiënt in groep||4|1|1083|Tijdschrijven|J|J|J|J||0
20170101|99991231|act_3.4.7.4|act_3.4.7|Systeem (gezin/paar/ouders) zonder patiënt individueel|Muziektherapie: Systeem (gezin/paar/ouders) zonder patiënt individueel||4|1|1084|Tijdschrijven|J|J|J|N||0
20170101|99991231|act_3.4.7.5|act_3.4.7|Systeem (gezin/paar/ouders) zonder patiënt in groep|Muziektherapie: Systeem (gezin/paar/ouders) zonder patiënt in groep||4|1|1085|Tijdschrijven|J|J|J|J||0
20170101|99991231|act_3.4.7.6|act_3.4.7|Systeem (gezin/paar/ouders) met patiënt individueel|Muziektherapie: Systeem (gezin/paar/ouders) met patiënt individueel||4|1|1086|Tijdschrijven|J|J|J|N||0
20170101|99991231|act_3.4.7.7|act_3.4.7|Systeem (gezin/paar/ouders) met patiënt in groep|Muziektherapie: Systeem (gezin/paar/ouders) met patiënt in groep||4|1|1087|Tijdschrijven|J|J|J|J||0
20170101|99991231|act_3.4.8|act_3.4|Psychomotorische therapie|Psychomotorische therapie||3|0|1181|Tijdschrijven|N|N|N|N||0
20170101|99991231|act_3.4.8.1|act_3.4.8|Patiënt individueel|Psychomotorische therapie: Patiënt individueel||4|1|1182|Tijdschrijven|J|J|J|N||0
20170101|99991231|act_3.4.8.2|act_3.4.8|Patiënt in groep|Psychomotorische therapie: Patiënt in groep||4|1|1183|Tijdschrijven|J|J|J|J||0
20170101|99991231|act_3.4.8.4|act_3.4.8|Systeem (gezin/paar/ouders) zonder patiënt individueel|Psychomotorische therapie: Systeem (gezin/paar/ouders) zonder patiënt individueel||4|1|1184|Tijdschrijven|J|J|J|N||0
20170101|99991231|act_3.4.8.5|act_3.4.8|Systeem (gezin/paar/ouders) zonder patiënt in groep|Psychomotorische therapie: Systeem (gezin/paar/ouders) zonder patiënt in groep||4|1|1185|Tijdschrijven|J|J|J|J||0
20170101|99991231|act_3.4.8.6|act_3.4.8|Systeem (gezin/paar/ouders) met patiënt individueel|Psychomotorische therapie: Systeem (gezin/paar/ouders) met patiënt individueel||4|1|1186|Tijdschrijven|J|J|J|N||0
20170101|99991231|act_3.4.8.7|act_3.4.8|Systeem (gezin/paar/ouders) met patiënt in groep|Psychomotorische therapie: Systeem (gezin/paar/ouders) met patiënt in groep||4|1|1187|Tijdschrijven|J|J|J|J||0
20000101|99991231|act_3.5|act_3|Fysiotherapie|Fysiotherapie||2|0|1140|Tijdschrijven|N|N|N|N||0
20000101|20121231|act_3.5.1|act_3.5|Patiënt individueel|Fysiotherapie: Patiënt individueel||3|1|1150|Tijdschrijven|J|J|J|N||0
20130101|99991231|act_3.5.1|act_3.5|Patiënt individueel|Fysiotherapie: Patiënt individueel|C|3|1|1150|Tijdschrijven|J|J|J|N||0
20000101|20121231|act_3.5.2|act_3.5|Patiënt in groep|Fysiotherapie: Patiënt in groep||3|1|1160|Tijdschrijven|J|J|J|J||0
20130101|99991231|act_3.5.2|act_3.5|Patiënt in groep|Fysiotherapie: Patiënt in groep|C|3|1|1160|Tijdschrijven|J|J|J|J||0
20000101|20091231|act_3.5.3|act_3.5|Systeem (gezin/paar/ouders) met patient|Fysiotherapie: Systeem (gezin/paar/ouders) met patient||3|1|1190|Tijdschrijven|J|J|J|J||0
20000101|20061231|act_3.5.4|act_3.5|Systeem (gezin/paar/ouders) zonder patient individueel|Fysiotherapie: Systeem (gezin/paar/ouders) zonder patient individueel||3|1|1191|Tijdschrijven|J|J|J|J||1
20000101|20061231|act_3.5.5|act_3.5|Systeem (gezin/paar/ouders) zonder patient in groep|Fysiotherapie: Systeem (gezin/paar/ouders) zonder patient in groep||3|1|1192|Tijdschrijven|J|J|J|J||1
20100101|20121231|act_3.5.6|act_3.5|Systeem (gezin/paar/ouders) met patient individueel|Fysiotherapie: Systeem (gezin/paar/ouders) met patient individueel||3|1|1190|Tijdschrijven|J|J|J|N||0
20130101|99991231|act_3.5.6|act_3.5|Systeem (gezin/paar/ouders) met patient individueel|Fysiotherapie: Systeem (gezin/paar/ouders) met patient individueel|C|3|1|1190|Tijdschrijven|J|J|J|N||0
20100101|20121231|act_3.5.7|act_3.5|Systeem (gezin/paar/ouders) met patient in groep|Fysiotherapie: Systeem (gezin/paar/ouders) met patient in groep||3|1|1191|Tijdschrijven|J|J|J|J||0
20130101|99991231|act_3.5.7|act_3.5|Systeem (gezin/paar/ouders) met patient in groep|Fysiotherapie: Systeem (gezin/paar/ouders) met patient in groep|C|3|1|1191|Tijdschrijven|J|J|J|J||0
20000101|99991231|act_3.6|act_3|Ergotherapie|Ergotherapie||2|0|1200|Tijdschrijven|N|N|N|N||0
20000101|20121231|act_3.6.1|act_3.6|Patiënt individueel|Ergotherapie: Patiënt individueel||3|1|1210|Tijdschrijven|J|J|J|N||0
20130101|99991231|act_3.6.1|act_3.6|Patiënt individueel|Ergotherapie: Patiënt individueel|C|3|1|1210|Tijdschrijven|J|J|J|N||0
20000101|20121231|act_3.6.2|act_3.6|Patiënt in groep|Ergotherapie: Patiënt in groep||3|1|1220|Tijdschrijven|J|J|J|J||0
20130101|99991231|act_3.6.2|act_3.6|Patiënt in groep|Ergotherapie: Patiënt in groep|C|3|1|1220|Tijdschrijven|J|J|J|J||0
20000101|20091231|act_3.6.3|act_3.6|Systeem (gezin/paar/ouders) met patient|Ergotherapie: Systeem (gezin/paar/ouders) met patient||3|1|1230|Tijdschrijven|J|J|J|J||0
20000101|20061231|act_3.6.4|act_3.6|Systeem (gezin/paar/ouders) zonder patient individueel|Ergotherapie: Systeem (gezin/paar/ouders) zonder patient individueel||3|1|1240|Tijdschrijven|J|J|J|J||1
20000101|20061231|act_3.6.5|act_3.6|Systeem (gezin/paar/ouders) zonder patient in groep|Ergotherapie: Systeem (gezin/paar/ouders) zonder patient in groep||3|1|1250|Tijdschrijven|J|J|J|J||1
20100101|20121231|act_3.6.6|act_3.6|Systeem (gezin/paar/ouders) met patient individueel|Ergotherapie: Systeem (gezin/paar/ouders) met patient individueel||3|1|1230|Tijdschrijven|J|J|J|N||0
20130101|99991231|act_3.6.6|act_3.6|Systeem (gezin/paar/ouders) met patient individueel|Ergotherapie: Systeem (gezin/paar/ouders) met patient individueel|C|3|1|1230|Tijdschrijven|J|J|J|N||0
20100101|20121231|act_3.6.7|act_3.6|Systeem (gezin/paar/ouders) met patient in groep|Ergotherapie: Systeem (gezin/paar/ouders) met patient in groep||3|1|1231|Tijdschrijven|J|J|J|J||0
20130101|99991231|act_3.6.7|act_3.6|Systeem (gezin/paar/ouders) met patient in groep|Ergotherapie: Systeem (gezin/paar/ouders) met patient in groep|C|3|1|1231|Tijdschrijven|J|J|J|J||0
20150101|20151231|act_3.7|act_3|Systeemcontact behandeling (jeugd ggz)|Systeemcontact behandeling (jeugd ggz)||2|0|1240|Tijdschrijven|N|N|N|N||1
20150101|20151231|act_3.7.1|act_3.7|Systeemcontact behandeling (jeugd ggz)|Systeemcontact behandeling (jeugd ggz)||3|1|1241|Tijdschrijven|J|J|J|J||1
20000101|99991231|act_4||Begeleiding|Begeleiding||1|0|1260|Tijdschrijven|N|N|N|N||0
20000101|20181231|act_4.1|act_4|Activerend begeleidingscontact|Activerend begeleidingscontact||2|0|1270|Tijdschrijven|N|N|N|N||0
20000101|20121231|act_4.1.1|act_4.1|Patiënt individueel|Activerend begeleidingscontact: Patiënt individueel||3|1|1280|Tijdschrijven|J|J|J|N||0
20130101|20181231|act_4.1.1|act_4.1|Patiënt individueel|Activerend begeleidingscontact: Patiënt individueel|D|3|1|1280|Tijdschrijven|J|J|J|N||0
20000101|20121231|act_4.1.2|act_4.1|Patiënt in groep|Activerend begeleidingscontact: Patiënt in groep||3|1|1290|Tijdschrijven|J|J|J|J||0
20130101|20181231|act_4.1.2|act_4.1|Patiënt in groep|Activerend begeleidingscontact: Patiënt in groep|D|3|1|1290|Tijdschrijven|J|J|J|J||0
20000101|20091231|act_4.1.3|act_4.1|Systeem (gezin/paar/ouders) met patient|Activerend begeleidingscontact: Systeem (gezin/paar/ouders) met patient||3|1|1300|Tijdschrijven|J|J|J|J||0
20000101|20061231|act_4.1.4|act_4.1|Systeem (gezin/paar/ouders) zonder patient individueel|Activerend begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient individueel||3|1|1310|Tijdschrijven|J|J|J|J||1
20070101|20121231|act_4.1.4|act_4.1|Systeem (gezin/paar/ouders) zonder patient individueel|Activerend begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient individueel||3|1|1310|Tijdschrijven|J|J|J|N||0
20130101|20181231|act_4.1.4|act_4.1|Systeem (gezin/paar/ouders) zonder patient individueel|Activerend begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient individueel|D|3|1|1310|Tijdschrijven|J|J|J|N||0
20000101|20121231|act_4.1.5|act_4.1|Systeem (gezin/paar/ouders) zonder patient in groep|Activerend begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient in groep||3|1|1320|Tijdschrijven|J|J|J|J||0
20130101|20181231|act_4.1.5|act_4.1|Systeem (gezin/paar/ouders) zonder patient in groep|Activerend begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient in groep|D|3|1|1320|Tijdschrijven|J|J|J|J||0
20100101|20121231|act_4.1.6|act_4.1|Systeem (gezin/paar/ouders) met patient individueel|Activerend begeleidingscontact: Systeem (gezin/paar/ouders) met patient individueel||3|1|1300|Tijdschrijven|J|J|J|N||0
20130101|20181231|act_4.1.6|act_4.1|Systeem (gezin/paar/ouders) met patient individueel|Activerend begeleidingscontact: Systeem (gezin/paar/ouders) met patient individueel|D|3|1|1300|Tijdschrijven|J|J|J|N||0
20100101|20121231|act_4.1.7|act_4.1|Systeem (gezin/paar/ouders) met patient in groep|Activerend begeleidingscontact: Systeem (gezin/paar/ouders) met patient in groep||3|1|1301|Tijdschrijven|J|J|J|J||0
20130101|20181231|act_4.1.7|act_4.1|Systeem (gezin/paar/ouders) met patient in groep|Activerend begeleidingscontact: Systeem (gezin/paar/ouders) met patient in groep|D|3|1|1301|Tijdschrijven|J|J|J|J||0
20000101|20181231|act_4.2|act_4|Ondersteunend begeleidingscontact|Ondersteunend begeleidingscontact||2|0|1330|Tijdschrijven|N|N|N|N||0
20000101|20121231|act_4.2.1|act_4.2|Patiënt individueel|Ondersteunend begeleidingscontact: Patiënt individueel||3|1|1340|Tijdschrijven|J|J|J|N||0
20130101|20181231|act_4.2.1|act_4.2|Patiënt individueel|Ondersteunend begeleidingscontact: Patiënt individueel|D|3|1|1340|Tijdschrijven|J|J|J|N||0
20000101|20121231|act_4.2.2|act_4.2|Patiënt in groep|Ondersteunend begeleidingscontact: Patiënt in groep||3|1|1350|Tijdschrijven|J|J|J|J||0
20130101|20181231|act_4.2.2|act_4.2|Patiënt in groep|Ondersteunend begeleidingscontact: Patiënt in groep|D|3|1|1350|Tijdschrijven|J|J|J|J||0
20000101|20091231|act_4.2.3|act_4.2|Systeem (gezin/paar/ouders) met patient|Ondersteunend begeleidingscontact: Systeem (gezin/paar/ouders) met patient||3|1|1360|Tijdschrijven|J|J|J|J||0
20000101|20061231|act_4.2.4|act_4.2|Systeem (gezin/paar/ouders) zonder patient individueel|Ondersteunend begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient individueel||3|1|1370|Tijdschrijven|J|J|J|J||1
20070101|20121231|act_4.2.4|act_4.2|Systeem (gezin/paar/ouders) zonder patient individueel|Ondersteunend begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient individueel||3|1|1370|Tijdschrijven|J|J|J|N||0
20130101|20181231|act_4.2.4|act_4.2|Systeem (gezin/paar/ouders) zonder patient individueel|Ondersteunend begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient individueel|D|3|1|1370|Tijdschrijven|J|J|J|N||0
20000101|20121231|act_4.2.5|act_4.2|Systeem (gezin/paar/ouders) zonder patient in groep|Ondersteunend begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient in groep||3|1|1380|Tijdschrijven|J|J|J|J||0
20130101|20181231|act_4.2.5|act_4.2|Systeem (gezin/paar/ouders) zonder patient in groep|Ondersteunend begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient in groep|D|3|1|1380|Tijdschrijven|J|J|J|J||0
20100101|20121231|act_4.2.6|act_4.2|Systeem (gezin/paar/ouders) met patient individueel|Ondersteunend begeleidingscontact: Systeem (gezin/paar/ouders) met patient individueel||3|1|1360|Tijdschrijven|J|J|J|N||0
20130101|20181231|act_4.2.6|act_4.2|Systeem (gezin/paar/ouders) met patient individueel|Ondersteunend begeleidingscontact: Systeem (gezin/paar/ouders) met patient individueel|D|3|1|1360|Tijdschrijven|J|J|J|N||0
20100101|20121231|act_4.2.7|act_4.2|Systeem (gezin/paar/ouders) met patient in groep|Ondersteunend begeleidingscontact: Systeem (gezin/paar/ouders) met patient in groep||3|1|1361|Tijdschrijven|J|J|J|J||0
20130101|20181231|act_4.2.7|act_4.2|Systeem (gezin/paar/ouders) met patient in groep|Ondersteunend begeleidingscontact: Systeem (gezin/paar/ouders) met patient in groep|D|3|1|1361|Tijdschrijven|J|J|J|J||0
20070101|99991231|act_4.3|act_4|Beveiligende begeleiding|Beveiligende begeleiding||2|0|1381|Tijdschrijven|N|N|N|N||2
20070101|99991231|act_4.3.1|act_4.3|met patiënt (verlofbegeleiding)|Beveiligende begeleiding: met patiënt (verlofbegeleiding)||3|1|1382|Tijdschrijven|J|J|J|N||2
20070101|99991231|act_4.3.2|act_4.3|zonder patiënt (verlofcontrole)|Beveiligende begeleiding: zonder patiënt (verlofcontrole)||3|1|1383|Tijdschrijven|J|J|J|N||2
20070101|99991231|act_4.4|act_4|Financiële / fiscale begeleiding|Financiële / fiscale begeleiding||2|0|1384|Tijdschrijven|N|N|N|N||2
20070101|99991231|act_4.4.1|act_4.4|Patiënt individueel|Financiële / fiscale begeleiding: Patiënt individueel||3|1|1385|Tijdschrijven|J|J|J|N||2
20070101|99991231|act_4.4.2|act_4.4|Patiënt in groep|Financiële / fiscale begeleiding: Patiënt in groep||3|1|1386|Tijdschrijven|J|J|J|J||2
20070101|20091231|act_4.4.3|act_4.4|Systeem (gezin/paar/ouders) met patient|Financiële / fiscale begeleiding: Systeem (gezin/paar/ouders) met patient||3|1|1387|Tijdschrijven|J|J|J|J||2
20070101|99991231|act_4.4.4|act_4.4|Systeem (gezin/paar/ouders) zonder patient individueel|Financiële / fiscale begeleiding: Systeem (gezin/paar/ouders) zonder patient individueel||3|1|1388|Tijdschrijven|J|J|J|N||2
20070101|99991231|act_4.4.5|act_4.4|Systeem (gezin/paar/ouders) zonder patient in groep|Financiële / fiscale begeleiding: Systeem (gezin/paar/ouders) zonder patient in groep||3|1|1389|Tijdschrijven|J|J|J|J||2
20100101|99991231|act_4.4.6|act_4.4|Systeem (gezin/paar/ouders) met patient individueel|Financiële / fiscale begeleiding: Systeem (gezin/paar/ouders) met patient individueel||3|1|1390|Tijdschrijven|J|J|J|N||2
20100101|99991231|act_4.4.7|act_4.4|Systeem (gezin/paar/ouders) met patient in groep|Financiële / fiscale begeleiding: Systeem (gezin/paar/ouders) met patient in groep||3|1|1391|Tijdschrijven|J|J|J|J||2
20150101|20151231|act_4.5|act_4|Systeemcontact begeleiding (jeugd ggz)|Systeemcontact begeleiding (jeugd ggz)||2|0|1395|Tijdschrijven|N|N|N|N||1
20150101|20151231|act_4.5.1|act_4.5|Systeemcontact begeleiding (jeugd ggz)|Systeemcontact begeleiding (jeugd ggz)||3|1|1396|Tijdschrijven|J|J|J|J||1
20190101|99991231|act_4.6|act_4|Geneeskundig begeleidingscontact|Geneeskundig begeleidingscontact||2|0|1362|Tijdschrijven|N|N|N|N||0
20190101|99991231|act_4.6.1|act_4.6|Geneeskundig begeleidingscontact: Patiënt individueel|Geneeskundig begeleidingscontact: Patiënt individueel|D|3|1|1363|Tijdschrijven|J|J|J|N||0
20190101|99991231|act_4.6.2|act_4.6|Geneeskundig begeleidingscontact: Patiënt in groep|Geneeskundig begeleidingscontact: Patiënt in groep|D|3|1|1364|Tijdschrijven|J|J|J|J||0
20190101|99991231|act_4.6.3|act_4.6|Geneeskundig begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient individueel|Geneeskundig begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient individueel|D|3|1|1365|Tijdschrijven|J|J|J|N||0
20190101|99991231|act_4.6.4|act_4.6|Geneeskundig begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient in groep|Geneeskundig begeleidingscontact: Systeem (gezin/paar/ouders) zonder patient in groep|D|3|1|1366|Tijdschrijven|J|J|J|J||0
20190101|99991231|act_4.6.5|act_4.6|Geneeskundig begeleidingscontact: Systeem (gezin/paar/ouders) met patient individueel|Geneeskundig begeleidingscontact: Systeem (gezin/paar/ouders) met patient individueel|D|3|1|1367|Tijdschrijven|J|J|J|N||0
20190101|99991231|act_4.6.6|act_4.6|Geneeskundig begeleidingscontact: Systeem (gezin/paar/ouders) met patient in groep|Geneeskundig begeleidingscontact: Systeem (gezin/paar/ouders) met patient in groep|D|3|1|1368|Tijdschrijven|J|J|J|J||0
20190101|99991231|act_4.7|act_4|Ondersteunend begeleidingscontact tijdens verblijf met overnachting|Ondersteunend begeleidingscontact tijdens verblijf met overnachting||2|0|1371|Tijdschrijven|N|N|N|N||0
20190101|99991231|act_4.7.1|act_4.7|Ondersteunend begeleidingscontact tijdens verblijf met overnachting: Patiënt individueel|Ondersteunend begeleidingscontact tijdens verblijf met overnachting: Patiënt individueel|D|3|1|1372|Tijdschrijven|J|J|J|N||0
20190101|99991231|act_4.7.2|act_4.7|Ondersteunend begeleidingscontact tijdens verblijf met overnachting: Patiënt in groep|Ondersteunend begeleidingscontact tijdens verblijf met overnachting: Patiënt in groep|D|3|1|1373|Tijdschrijven|J|J|J|J||0
20190101|99991231|act_4.7.3|act_4.7|Ondersteunend begeleidingscontact tijdens verblijf met overnachting: Systeem (gezin/paar/ouders) zonder patient individueel|Ondersteunend begeleidingscontact tijdens verblijf met overnachting: Systeem (gezin/paar/ouders) zonder patient individueel|D|3|1|1374|Tijdschrijven|J|J|J|N||0
20190101|99991231|act_4.7.4|act_4.7|Ondersteunend begeleidingscontact tijdens verblijf met overnachting: Systeem (gezin/paar/ouders) zonder patient in groep|Ondersteunend begeleidingscontact tijdens verblijf met overnachting: Systeem (gezin/paar/ouders) zonder patient in groep|D|3|1|1375|Tijdschrijven|J|J|J|J||0
20190101|99991231|act_4.7.5|act_4.7|Ondersteunend begeleidingscontact tijdens verblijf met overnachting: Systeem (gezin/paar/ouders) met patient individueel|Ondersteunend begeleidingscontact tijdens verblijf met overnachting: Systeem (gezin/paar/ouders) met patient individueel|D|3|1|1376|Tijdschrijven|J|J|J|N||0
20190101|99991231|act_4.7.6|act_4.7|Ondersteunend begeleidingscontact tijdens verblijf met overnachting: Systeem (gezin/paar/ouders) met patient in groep|Ondersteunend begeleidingscontact tijdens verblijf met overnachting: Systeem (gezin/paar/ouders) met patient in groep|D|3|1|1377|Tijdschrijven|J|J|J|J||0
20190101|99991231|act_4.8|act_4|Overig begeleidingscontact fz|Overig begeleidingscontact fz||2|0|1401|Tijdschrijven|N|N|N|N||2
20190101|99991231|act_4.8.1|act_4.8|Overig begeleidingscontact fz: Patiënt individueel|Overig begeleidingscontact fz: Patiënt individueel|D|3|1|1402|Tijdschrijven|J|J|J|N||2
20190101|99991231|act_4.8.2|act_4.8|Overig begeleidingscontact fz: Patiënt in groep|Overig begeleidingscontact fz: Patiënt in groep|D|3|1|1403|Tijdschrijven|J|J|J|J||2
20190101|99991231|act_4.8.3|act_4.8|Overig begeleidingscontact fz: Systeem (gezin/paar/ouders) zonder patient individueel|Overig begeleidingscontact fz: Systeem (gezin/paar/ouders) zonder patient individueel|D|3|1|1404|Tijdschrijven|J|J|J|N||2
20190101|99991231|act_4.8.4|act_4.8|Overig begeleidingscontact fz: Systeem (gezin/paar/ouders) zonder patient in groep|Overig begeleidingscontact fz: Systeem (gezin/paar/ouders) zonder patient in groep|D|3|1|1405|Tijdschrijven|J|J|J|J||2
20190101|99991231|act_4.8.5|act_4.8|Overig begeleidingscontact fz: Systeem (gezin/paar/ouders) met patient individueel|Overig begeleidingscontact fz: Systeem (gezin/paar/ouders) met patient individueel|D|3|1|1406|Tijdschrijven|J|J|J|N||2
20190101|99991231|act_4.8.6|act_4.8|Overig begeleidingscontact fz: Systeem (gezin/paar/ouders) met patient in groep|Overig begeleidingscontact fz: Systeem (gezin/paar/ouders) met patient in groep|D|3|1|1407|Tijdschrijven|J|J|J|J||2
20000101|99991231|act_5||Verpleging|Verpleging||1|0|1393|Tijdschrijven|N|N|N|N||0
20000101|20121231|act_5.1|act_5|Verpleging |Verpleging ||2|1|1400|Tijdschrijven|J|J|J|J||0
20130101|99991231|act_5.1|act_5|Verpleging |Verpleging |C|2|1|1400|Tijdschrijven|J|J|J|J||0
20000101|20061231|act_5.2|act_5|Persoonlijke verzorging|Persoonlijke verzorging||2|1|1410|Tijdschrijven|J|J|J|J||1
20000101|20061231|act_5.3|act_5|Huishoudelijke verzorging|Huishoudelijke verzorging||2|1|1420|Tijdschrijven|J|J|J|J||1
20000101|99991231|act_6||Crisisopvang|Crisisopvang||1|0|1430|Tijdschrijven|N|N|N|N||0
20000101|20121231|act_6.1|act_6|Crisiscontact binnen kantooruren|Crisiscontact binnen kantooruren||2|1|1440|Tijdschrijven|J|J|J|J||0
20130101|99991231|act_6.1|act_6|Crisiscontact binnen kantooruren|Crisiscontact binnen kantooruren|B|2|1|1440|Tijdschrijven|J|J|J|J||1
20000101|20121231|act_6.2|act_6|Crisiscontact buiten kantooruren|Crisiscontact buiten kantooruren||2|1|1450|Tijdschrijven|J|J|J|J||0
20130101|99991231|act_6.2|act_6|Crisiscontact buiten kantooruren|Crisiscontact buiten kantooruren|B|2|1|1450|Tijdschrijven|J|J|J|J||1
20000101|20061231|act_6.3|act_6|Psychiatrische crisisinterventie thuis|Psychiatrische crisisinterventie thuis||2|1|1460|Tijdschrijven|J|J|J|J||1
20130101|99991231|act_6.4|act_6|Intake en screening crisisinterventie|Intake en screening crisisinterventie|B|2|1|1461|Tijdschrijven|J|J|J|N||1
20130101|99991231|act_6.5|act_6|Psychiatrisch onderzoek crisisinterventie|Psychiatrisch onderzoek crisisinterventie|B|2|1|1462|Tijdschrijven|J|J|J|N||1
20130101|99991231|act_6.6|act_6|Farmacotherapie crisisinterventie|Farmacotherapie crisisinterventie|B|2|1|1463|Tijdschrijven|J|J|J|N||1
20130101|99991231|act_6.7|act_6|Steunend en structurerend crisiscontact|Steunend en structurerend crisiscontact|B|2|1|1464|Tijdschrijven|J|J|J|N||1
20000101|99991231|act_7||Algemeen indirecte tijd|Algemeen indirecte tijd||1|0|1470|Tijdschrijven|N|N|N|N||0
20000101|20061231|act_7.1|act_7|Zorgcoördinatie|Zorgcoördinatie||2|1|1480|Tijdschrijven|N|J|J|J||1
20070101|20121231|act_7.1|act_7|Zorgcoördinatie|Zorgcoördinatie||2|1|1480|Tijdschrijven|N|J|N|J||0
20130101|99991231|act_7.1|act_7|Zorgcoördinatie|Zorgcoördinatie|D|2|1|1480|Tijdschrijven|N|J|N|J||0
20090101|99991231|act_7.10|act_7|Activiteiten ivm juridische procedures (b.v. IBS, BOPZ)|Activiteiten ivm juridische procedures (b.v. IBS, BOPZ)||2|1|1546|Tijdschrijven|N|J|J|J||2
20150101|20151231|act_7.11|act_7|Extern overleg met scholen (buiten de instelling)|Extern overleg met scholen (buiten de instelling)||2|1|1547|Tijdschrijven|N|J|N|J||1
20150101|20151231|act_7.12|act_7|Extern overleg met overige derden (buiten de instelling)|Extern overleg met overige derden (buiten de instelling)||2|1|1548|Tijdschrijven|N|J|N|J||1
20000101|20061231|act_7.2|act_7|No show|No show||2|1|1490|Tijdschrijven|N|J|J|J||1
20070101|20091231|act_7.2|act_7|No show|No show||2|1|1490|Tijdschrijven|N|J|N|J||0
20100101|20111231|act_7.2|act_7|No show|No show||2|1|1490|Tijdschrijven|N|J|J|J||0
20120101|20121231|act_7.2|act_7|No show|No show||2|1|1490|Tijdschrijven|N|N|J|N||0
